时间,电功率,反应堆功率,气轮机功率,压缩机功率,反应堆入口温度,反应堆出口温度,气轮机出口温度,压缩机入口温度,压缩机出口温度,流量,转速
400.0,0.401503222815612,1.60091985556448,1.36331480327343,0.950211511631332,906.825300579454,1200.3062560426,966.221201093083,339.40687122707,500.802094895021,11.1999999864945,59999.9999276488
400.1,0.401502503025687,1.60091960422923,1.36331483348792,0.950212261667635,906.825373359598,1200.30628260547,966.221222474844,339.407147272108,500.802502205513,11.1999999865011,59999.9999276844
400.20000000000005,0.40150178359291,1.60091935301802,1.36331486368738,0.95021301133487,906.825446103835,1200.30630915513,966.221243845975,339.407423181328,500.802909315604,11.1999999865077,59999.99992772
400.3,0.401501064517151,1.60091910193077,1.36331489387184,0.950213760633224,906.825518812181,1200.30633569159,966.221265206481,339.407698954797,500.803316225391,11.1999999865144,59999.9999277556
400.40000000000003,0.401500345798295,1.60091885096742,1.3633149240413,0.950214509562877,906.825591484654,1200.30636221486,966.221286556368,339.407974592582,500.803722934975,11.199999986521,59999.9999277912
400.5,0.401499627423135,1.60091860012792,1.36331495419576,0.950215258124008,906.825664121273,1200.30638872495,966.221307895644,339.408250094751,500.804129444453,11.1999999865276,59999.9999278267
400.6,0.401498909388602,1.6009183494122,1.36331498433521,0.950216006316799,906.825736722055,1200.30641522186,966.221329224314,339.408525461369,500.804535753923,11.1999999865343,59999.9999278621
400.70000000000005,0.401498191710488,1.60091809882019,1.36331501445969,0.950216754141433,906.825809287019,1200.3064417056,966.22135054238,339.408800692505,500.804941863486,11.1999999865409,59999.9999278975
400.8,0.401497474388596,1.60091784835185,1.3633150445692,0.950217501598094,906.825881816181,1200.30646817617,966.221371849849,339.409075788225,500.805347773239,11.1999999865475,59999.999927933
400.90000000000003,0.401496757422747,1.6009175980071,1.36331507466374,0.95021824868696,906.825954309559,1200.30649463358,966.221393146725,339.409350748594,500.805753483279,11.1999999865541,59999.9999279684
401.0,0.401496040812778,1.6009173477859,1.36331510474332,0.950218995408215,906.826026767173,1200.30652107785,966.221414433015,339.40962557368,500.806158993707,11.1999999865607,59999.9999280039
401.1,0.401495324558543,1.60091709768816,1.36331513480796,0.950219741762038,906.826099189038,1200.30654750897,966.221435708724,339.40990026355,500.80656430462,11.1999999865673,59999.9999280393
401.20000000000005,0.401494608659909,1.60091684771383,1.36331516485765,0.950220487748611,906.826171575172,1200.30657392695,966.221456973856,339.410174818269,500.806969416116,11.1999999865739,59999.9999280747
401.3,0.401493893116755,1.60091659786285,1.36331519489242,0.950221233368115,906.826243925594,1200.30660033179,966.221478228418,339.410449237906,500.807374328294,11.1999999865806,59999.9999281102
401.40000000000003,0.401493177920241,1.60091634813516,1.36331522491225,0.950221978620728,906.826316240321,1200.30662672352,966.221499472416,339.410723522525,500.807779041252,11.1999999865872,59999.9999281455
401.5,0.401492463058573,1.60091609853069,1.36331525491714,0.950222723506631,906.826388519371,1200.30665310212,966.221520705856,339.410997672195,500.808183555087,11.1999999865938,59999.9999281808
401.6,0.401491748551915,1.6009158490494,1.36331528490713,0.950223468026007,906.826460762762,1200.30667946761,966.221541928742,339.411271686981,500.808587869899,11.1999999866003,59999.9999282161
401.70000000000005,0.401491034400063,1.6009155996912,1.36331531488221,0.950224212179036,906.826532970511,1200.30670582,966.221563141078,339.411545566949,500.808991985785,11.1999999866069,59999.9999282514
401.8,0.401490320602836,1.60091535045605,1.3633153448424,0.9502249559659,906.826605142638,1200.30673215929,966.22158434287,339.411819312167,500.809395902843,11.1999999866135,59999.9999282867
401.90000000000003,0.401489607160066,1.60091510134389,1.3633153747877,0.950225699386779,906.826677279157,1200.30675848549,966.221605534124,339.4120929227,500.809799621171,11.1999999866201,59999.999928322
402.0,0.401488894071606,1.60091485235465,1.36331540471811,0.950226442441851,906.826749380087,1200.3067847986,966.221626714844,339.412366398614,500.810203140866,11.1999999866267,59999.9999283573
402.1,0.401488181337319,1.60091460348827,1.36331543463366,0.950227185131299,906.826821445447,1200.30681109864,966.221647885037,339.412639739976,500.810606462027,11.1999999866333,59999.9999283926
402.20000000000005,0.401487468957081,1.6009143547447,1.36331546453433,0.950227927455301,906.826893475253,1200.3068373856,966.221669044707,339.412912946853,500.811009584752,11.1999999866399,59999.9999284278
402.3,0.401486756919138,1.60091410612386,1.36331549442015,0.950228669414037,906.826965469523,1200.3068636595,966.22169019386,339.41318601931,500.811412509137,11.1999999866464,59999.9999284631
