时间,电功率,反应堆功率,气轮机功率,压缩机功率,反应堆入口温度,反应堆出口温度,气轮机出口温度,压缩机入口温度,压缩机出口温度,流量,转速
1306.0,0.35809809164457496,1.5862166683580181,1.365138898269793,0.9954407795871798,911.1237324016463,1201.910291542738,967.5124154381007,356.08071701739294,525.4047109086571,11.19999998965877,59999.99994460056
1306.1,0.3580975432947661,1.5862165004890898,1.365138917567023,0.9954413474025952,911.1237849843151,1201.9103084987694,967.5124290867594,356.08092691754837,525.405020620932,11.199999989663706,59999.999944627
1306.2,0.3580969951862725,1.586216332817045,1.365138936845816,0.9954419149584288,911.1238375346161,1201.9103254385645,967.5124427223482,356.0811367217554,525.4053301916332,11.199999989668646,59999.999944653464
1306.3,0.3580964473191704,1.5862161653407976,1.3651389561063065,0.9954424822547377,911.123890052659,1201.9103423622419,967.5124563449622,356.0813464300352,525.4056396207916,11.19999998967359,59999.99994467995
1306.4,0.35809589969353617,1.5862159980592612,1.365138975348628,0.9954430492915791,911.1239425385537,1201.9103592699194,967.5124699546964,356.08155604240875,525.4059489084384,11.199999989678536,59999.99994470645
1306.5,0.358095352309446,1.5862158309713497,1.3651389945729147,0.9954436160690099,911.1239949924098,1201.9103761617152,967.5124835516461,356.08176555889713,525.4062580546048,11.199999989683485,59999.99994473296
1306.6,0.3580948051669763,1.5862156640759768,1.3651390137793005,0.995444182587087,911.124047414337,1201.9103930377478,967.5124971359063,356.08197497952153,525.4065670593217,11.199999989688438,59999.9999447595
1306.7,0.35809425826620334,1.5862154973720566,1.3651390329679192,0.9954447488458678,911.1240998044451,1201.9104098981352,967.5125107075723,356.08218430430287,525.4068759226202,11.199999989693396,59999.999944786054
1306.8,0.3580937116072034,1.5862153308585027,1.3651390521389049,0.9954453148454092,911.1241521628438,1201.9104267429957,967.5125242667391,356.0823935332623,525.4071846445315,11.199999989698355,59999.99994481262
1306.9,0.3580931651900528,1.5862151645342288,1.3651390712923916,0.9954458805857682,911.1242044896426,1201.910443572447,967.5125378135019,356.0826026664208,525.4074932250867,11.199999989703318,59999.999944839205
1307.0,0.3580926190148279,1.586214998398149,1.3651390904285132,0.9954464460670019,911.1242567849515,1201.910460386608,967.5125513479559,356.0828117037996,525.4078016643168,11.199999989708283,59999.99994486581
1307.1,0.35809207308160496,1.586214832449177,1.3651391095474037,0.9954470112891675,911.12430904888,1201.9104771855964,967.5125648701961,356.0830206454197,525.408109962253,11.199999989713252,59999.99994489243
1307.2,0.35809152739046024,1.5862146666862262,1.365139128649197,0.9954475762523217,911.124361281538,1201.9104939695305,967.5125783803178,356.0832294913021,525.4084181189262,11.199999989718224,59999.999944919065
1307.3,0.3580909819414701,1.586214501108211,1.365139147734027,0.995448140956522,911.124413483035,1201.9105107385287,967.5125918784161,356.083438241468,525.4087261343676,11.1999999897232,59999.99994494572
1307.4,0.35809043673471086,1.5862143357140446,1.3651391668020278,0.9954487054018252,911.1244656534809,1201.910527492709,967.512605364586,356.0836468959384,525.4090340086083,11.199999989728177,59999.999944972384
1307.5,0.3580898917702588,1.5862141705026414,1.3651391858533335,0.9954492695882884,911.1245177929853,1201.9105442321893,967.5126188389228,356.0838554547343,525.4093417416794,11.199999989733158,59999.999944999065
1307.6,0.3580893470481902,1.5862140054729148,1.3651392048880775,0.9954498335159687,911.1245699016581,1201.9105609570884,967.5126323015215,356.08406391787685,525.409649333612,11.199999989738142,59999.99994502576
1307.7,0.3580888025685814,1.5862138406237787,1.3651392239063944,0.9954503971849231,911.1246219796087,1201.910577667524,967.5126457524775,356.08427228538716,525.4099567844372,11.199999989743128,59999.99994505248
1307.8,0.3580882583315087,1.586213675954147,1.365139242908418,0.9954509605952088,911.124674026947,1201.9105943636143,967.5126591918857,356.0844805572862,525.410264094186,11.199999989748116,59999.9999450792
1307.9,0.3580877143370484,1.5862135114629332,1.365139261894282,0.9954515237468826,911.1247260437827,1201.910611045478,967.5126726198413,356.08468873359516,525.4105712628896,11.199999989753108,59999.99994510594
1308.0,0.3580871705852768,1.5862133471490514,1.3651392808641203,0.9954520866400018,911.1247780302256,1201.9106277132328,967.5126860364395,356.084896814335,525.4108782905789,11.199999989758103,59999.9999451327
1308.1,0.3580866270762702,1.5862131830114155,1.3651392998180671,0.9954526492746233,911.1248299863852,1201.9106443669968,967.5126994417755,356.08510479952685,525.4111851772852,11.1999999897631,59999.99994515947
1308.2,0.3580860838101049,1.5862130190489387,1.3651393187562566,0.9954532116508044,911.1248819123713,1201.9106610068886,967.5127128359442,356.08531268919177,525.4114919230395,11.199999989768099,59999.99994518625
1308.3,0.3580855407868572,1.5862128552605355,1.3651393376788223,0.9954537737686018,911.1249338082936,1201.9106776330261,967.5127262190408,356.0855204833509,525.411798527873,11.1999999897731,59999.99994521304
1308.4,0.3580849980066035,1.5862126916451194,1.3651393565858985,0.9954543356280728,911.1249856742619,1201.9106942455276,967.5127395911607,356.08572818202515,525.4121049918165,11.199999989778105,59999.999945239855
1308.5,0.35808445546942,1.586212528201604,1.3651393754776189,0.9954548972292744,911.1250375103859,1201.9107108445112,967.5127529523988,356.0859357852357,525.4124113149014,11.199999989783112,59999.999945266674
1308.6,0.358083913175383,1.5862123649289035,1.3651393943541175,0.9954554585722637,911.1250893167753,1201.9107274300952,967.5127663028503,356.0861432930036,525.4127174971587,11.199999989788122,59999.99994529351
1308.7,0.3580833711245689,1.5862122018259315,1.3651394132155283,0.9954560196570977,911.1251410935397,1201.910744002398,967.5127796426104,356.08635070534996,525.4130235386194,11.199999989793133,59999.999945320356
1308.8,0.35808282931705393,1.5862120388916017,1.3651394320619854,0.9954565804838336,911.1251928407889,1201.910760561537,967.5127929717743,356.0865580222958,525.4133294393147,11.199999989798146,59999.99994534721
1308.9,0.35808228775291434,1.5862118761248278,1.3651394508936225,0.9954571410525281,911.1252445586326,1201.9107771076312,967.5128062904369,356.08676524386215,525.4136351992756,11.199999989803162,59999.99994537408
1309.0,0.35808174643222657,1.5862117135245242,1.3651394697105739,0.9954577013632387,911.1252962471806,1201.9107936407986,967.5128195986935,356.0869723700702,525.4139408185333,11.199999989808179,59999.99994540097
1309.1,0.3580812053550668,1.586211551089604,1.3651394885129733,0.9954582614160222,911.1253479065425,1201.910810161157,967.5128328966391,356.08717940094095,525.4142462971188,11.199999989813199,59999.99994542786
1309.2,0.3580806645215115,1.5862113888189815,1.3651395073009547,0.9954588212109358,911.125399536828,1201.9108266688252,967.5128461843692,356.08738633649546,525.4145516350632,11.199999989818222,59999.999945454765
1309.3,0.3580801239316368,1.58621122671157,1.365139526074652,0.9954593807480364,911.1254511381469,1201.9108431639208,967.5128594619786,356.08759317675486,525.4148568323975,11.199999989823246,59999.99994548168
1309.4,0.35807958358551906,1.5862110647662837,1.3651395448341992,0.9954599400273811,911.1255027106089,1201.9108596465621,967.5128727295624,356.08779992174016,525.415161889153,11.199999989828271,59999.9999455086
1309.5,0.3580790434832346,1.5862109029820364,1.3651395635797305,0.9954604990490271,911.1255542543237,1201.9108761168677,967.5128859872161,356.0880065714724,525.4154668053607,11.1999999898333,59999.999945535536
1309.6,0.35807850362485977,1.5862107413577418,1.3651395823113794,0.9954610578130313,911.1256057694009,1201.9108925749554,967.5128992350346,356.0882131259728,525.4157715810516,11.199999989838329,59999.99994556248
1309.7,0.35807796401047076,1.5862105798923136,1.3651396010292804,0.9954616163194508,911.1256572559503,1201.9109090209436,967.512912473113,356.0884195852623,525.4160762162569,11.199999989843361,59999.999945589436
1309.8,0.35807742464014397,1.5862104185846657,1.365139619733567,0.9954621745683427,911.1257087140816,1201.9109254549503,967.5129257015466,356.088625949362,525.4163807110076,11.199999989848394,59999.9999456164
1309.9,0.3580768855139557,1.5862102574337118,1.3651396384243732,0.9954627325597641,911.1257601439047,1201.9109418770938,967.5129389204304,356.08883221829296,525.416685065335,11.19999998985343,59999.99994564337
1310.0,0.35807634663198223,1.5862100964383659,1.3651396571018335,0.995463290293772,911.125811545529,1201.9109582874921,967.5129521298596,356.0890383920763,525.4169892792698,11.199999989858465,59999.99994567036
1310.1,0.35807580799429983,1.5862099355975416,1.3651396757660812,0.9954638477704234,911.1258629190644,1201.910974686264,967.5129653299294,356.08924447073304,525.4172933528436,11.199999989863503,59999.999945697346
1310.2,0.3580752696009849,1.5862097749101527,1.3651396944172505,0.9954644049897754,911.1259142646205,1201.9109910735267,967.5129785207348,356.08945045428425,525.417597286087,11.199999989868545,59999.99994572435
1310.3,0.35807473145211366,1.5862096143751132,1.3651397130554752,0.995464961951885,911.1259655823071,1201.9110074493992,967.5129917023711,356.0896563427511,525.4179010790314,11.199999989873586,59999.999945751355
1310.4,0.35807419354776243,1.5862094539913367,1.3651397316808898,0.9954655186568095,911.126016872234,1201.9110238139992,967.5130048749334,356.08986213615447,525.4182047317076,11.199999989878629,59999.99994577837
1310.5,0.35807365588800755,1.5862092937577372,1.3651397502936278,0.9954660751046057,911.1260681345108,1201.9110401674452,967.5130180385166,356.09006783451565,525.4185082441471,11.199999989883672,59999.99994580539
1310.6,0.3580731184729253,1.5862091336732282,1.365139768893823,0.9954666312953309,911.126119369247,1201.9110565098554,967.5130311932163,356.09027343785556,525.4188116163807,11.199999989888719,59999.999945832424
1310.7,0.35807258130259195,1.5862089737367238,1.3651397874816098,0.9954671872290418,911.1261705765528,1201.9110728413477,967.5130443391273,356.0904789461953,525.4191148484396,11.199999989893765,59999.99994585946
1310.8,0.3580720443770839,1.5862088139471378,1.365139806057122,0.9954677429057958,911.1262217565375,1201.9110891620405,967.5130574763448,356.09068435955595,525.4194179403547,11.199999989898814,59999.999945886506
1310.9,0.3580715076964774,1.5862086543033835,1.3651398246204933,0.9954682983256498,911.126272909311,1201.911105472052,967.513070604964,356.0908896779586,525.4197208921574,11.199999989903864,59999.99994591356
1311.0,0.3580709712608487,1.5862084948043753,1.3651398431718582,0.9954688534886609,911.1263240349829,1201.9111217715003,967.51308372508,356.09109490142436,525.4200237038787,11.199999989908914,59999.99994594062
1311.1,0.35807043507027414,1.5862083354490268,1.3651398617113502,0.9954694083948861,911.1263751336629,1201.9111380605036,967.513096836788,356.0913000299742,525.4203263755494,11.199999989913966,59999.99994596768
1311.2,0.3580698991248301,1.5862081762362517,1.3651398802391035,0.9954699630443825,911.1264262054609,1201.91115433918,967.5131099401831,356.09150506362926,525.4206289072009,11.199999989919018,59999.99994599475
1311.3,0.35806936342459283,1.5862080171649637,1.3651398987552519,0.9954705174372073,911.1264772504866,1201.911170607648,967.5131230353605,356.0917100024106,525.4209312988643,11.199999989924073,59999.999946021824
1311.4,0.3580688279696386,1.586207858234077,1.3651399172599292,0.9954710715734173,911.1265282688495,1201.9111868660254,967.5131361224152,356.09191484633925,525.4212335505705,11.199999989929127,59999.999946048905
1311.5,0.35806829276004376,1.5862076994425052,1.3651399357532699,0.9954716254530697,911.1265792606595,1201.9112031144307,967.5131492014425,356.0921195954364,525.4215356623506,11.199999989934184,59999.999946075994
1311.6,0.3580677577958846,1.5862075407891618,1.3651399542354075,0.9954721790762215,911.1266302260261,1201.9112193529818,967.5131622725374,356.09232424972294,525.4218376342359,11.19999998993924,59999.99994610308
1311.7,0.35806722307723743,1.586207382272961,1.3651399727064761,0.9954727324429299,911.1266811650593,1201.911235581797,967.5131753357952,356.0925288092201,525.4221394662574,11.199999989944299,59999.99994613018
1311.8,0.35806668860417856,1.5862072238928164,1.3651399911666098,0.9954732855532519,911.1267320778685,1201.9112518009947,967.5131883913108,356.0927332739488,525.422441158446,11.199999989949356,59999.99994615727
1311.9,0.3580661543767843,1.586207065647642,1.3651400096159423,0.9954738384072443,911.1267829645636,1201.9112680106928,967.5132014391796,356.09293764393027,525.4227427108331,11.199999989954417,59999.999946184376
1312.0,0.3580656203951309,1.5862069075363512,1.3651400280546078,0.9954743910049646,911.1268338252544,1201.9112842110094,967.5132144794967,356.0931419191855,525.4230441234495,11.199999989959476,59999.99994621149
1312.1,0.3580650866592947,1.5862067495578582,1.36514004648274,0.9954749433464696,911.1268846600505,1201.911300402063,967.513227512357,356.0933460997356,525.4233453963265,11.199999989964537,59999.9999462386
1312.2,0.35806455316935204,1.5862065917110768,1.365140064900473,0.9954754954318163,911.1269354690616,1201.911316583972,967.5132405378561,356.09355018560154,525.4236465294949,11.199999989969598,59999.999946265714
1312.3,0.35806401992537923,1.5862064339949205,1.3651400833079408,0.995476047261062,911.1269862523973,1201.9113327568539,967.5132535560887,356.0937541768045,525.4239475229863,11.19999998997466,59999.99994629283
1312.4,0.3580634869274525,1.5862062764083031,1.3651401017052773,0.9954765988342635,911.1270370101676,1201.911348920827,967.51326656715,356.09395807336557,525.4242483768313,11.199999989979723,59999.99994631995
1312.5,0.3580629541756482,1.5862061189501389,1.3651401200926165,0.9954771501514781,911.1270877424819,1201.9113650760103,967.5132795711354,356.0941618753057,525.4245490910613,11.199999989984786,59999.999946347074
1312.6,0.35806242167004265,1.5862059616193411,1.3651401384700925,0.9954777012127627,911.1271384494502,1201.911381222521,967.51329256814,356.09436558264605,525.4248496657071,11.199999989989848,59999.9999463742
1312.7,0.3580618894107121,1.5862058044148237,1.365140156837839,0.9954782520181744,911.1271891311819,1201.9113973604778,967.5133055582586,356.09456919540764,525.4251501008001,11.199999989994913,59999.99994640132
1312.8,0.3580613573977329,1.5862056473355006,1.36514017519599,0.9954788025677702,911.1272397877871,1201.911413489999,967.5133185415866,356.09477271361163,525.4254503963713,11.199999989999977,59999.999946428456
1312.9,0.35806082563118136,1.5862054903802856,1.3651401935446794,0.9954793528616073,911.1272904193751,1201.9114296112023,967.5133315182193,356.094976137279,525.4257505524516,11.199999990005042,59999.99994645558
1313.0,0.35806029411113377,1.5862053335480923,1.3651402118840414,0.9954799028997426,911.1273410260559,1201.9114457242063,967.5133444882515,356.0951794664308,525.4260505690723,11.199999990010106,59999.99994648271
1313.1,0.35805976283766644,1.586205176837835,1.36514023021421,0.9954804526822333,911.1273916079391,1201.911461829129,967.5133574517786,356.0953827010882,525.4263504462645,11.19999999001517,59999.999946509844
1313.2,0.3580592318108557,1.5862050202484268,1.3651402485353186,0.9954810022091363,911.1274421651344,1201.9114779260885,967.5133704088955,356.0955858412722,525.4266501840591,11.199999990020235,59999.999946536984
1313.3,0.3580587010307778,1.586204863778782,1.365140266847502,0.9954815514805088,911.1274926977517,1201.9114940152033,967.5133833596976,356.09578888700395,525.4269497824872,11.199999990025301,59999.999946564116
1313.4,0.35805817049750904,1.586204707427814,1.3651402851508934,0.9954821004964078,911.1275432059005,1201.9115100965912,967.5133963042799,356.0959918383044,525.4272492415802,11.199999990030365,59999.99994659125
1313.5,0.3580576402111258,1.5862045511944372,1.365140303445627,0.9954826492568905,911.1275936896905,1201.9115261703707,967.5134092427376,356.09619469519475,525.4275485613689,11.19999999003543,59999.99994661838
1313.6,0.35805711017170433,1.5862043950775646,1.3651403217318372,0.9954831977620137,911.1276441492314,1201.91154223666,967.5134221751657,356.096397457696,525.4278477418844,11.199999990040496,59999.99994664552
1313.7,0.3580565803793209,1.5862042390761109,1.3651403400096573,0.9954837460118345,911.1276945846331,1201.9115582955772,967.5134351016595,356.0966001258292,525.4281467831579,11.19999999004556,59999.99994667265
1313.8,0.35805605083405195,1.586204083188989,1.3651403582792216,0.9954842940064103,911.1277449960053,1201.91157434724,967.5134480223142,356.09680269961547,525.4284456852205,11.199999990050625,59999.99994669978
1313.9,0.35805552153597364,1.5862039274151134,1.3651403765406642,0.9954848417457977,911.1277953834574,1201.9115903917675,967.5134609372247,356.09700517907584,525.4287444481032,11.199999990055689,59999.999946726915
1314.0,0.3580549924851623,1.5862037717533974,1.3651403947941187,0.995485389230054,911.1278457470995,1201.9116064292773,967.5134738464864,356.09720756423144,525.4290430718371,11.199999990060753,59999.99994675405
1314.1,0.35805446368169436,1.5862036162027553,1.3651404130397193,0.9954859364592363,911.1278960870411,1201.9116224598877,967.5134867501943,356.09740985510325,525.4293415564534,11.199999990065818,59999.99994678117
1314.2,0.35805393512564593,1.5862034607621005,1.3651404312775999,0.9954864834334015,911.127946403392,1201.9116384837168,967.5134996484435,356.0976120517124,525.429639901983,11.199999990070882,59999.9999468083
1314.3,0.35805340681709347,1.5862033054303468,1.3651404495078943,0.9954870301526069,911.1279966962618,1201.9116545008828,967.5135125413292,356.09781415408,525.4299381084572,11.199999990075945,59999.99994683543
1314.4,0.35805287875611325,1.5862031502064085,1.3651404677307368,0.9954875766169092,911.1280469657603,1201.9116705115043,967.5135254289467,356.09801616222705,525.430236175907,11.199999990081007,59999.99994686255
